CountryCode,DisplayName,region,Level,ProjYear,variable,line,old.PovertyLine,old.value,PovertyLine,value,PovertyLine_2,value_2,diff,diff2
PSE,West Bank and Gaza,MNA,National,2018,HeadCount,EPL,1.9,0.009827342,2.195249,0,2.308829,0,-0.009827342,-0.009827342
PSE,West Bank and Gaza,MNA,National,2018,HeadCount,LPL,3.2,0.05359747,3.642544,0,3.981504,0,-0.05359747,-0.05359747
PSE,West Bank and Gaza,MNA,National,2018,HeadCount,UPL,5.5,0.2424109,6.11676,0.001221459,5.939234,0,-0.241189441,-0.2424109
ROU,Romania,ECA,National,2018,HeadCount,EPL,1.9,0.03266133,2.195249,0.03266133,2.308829,0.03532442,0,0.00266309
ROU,Romania,ECA,National,2018,HeadCount,LPL,3.2,0.06561043,3.642544,0.06444023,3.981504,0.07062056,-0.0011702,0.00501013
ROU,Romania,ECA,National,2018,HeadCount,UPL,5.5,0.1382771,6.11676,0.1293896,5.939234,0.1242703,-0.00888749999999999,-0.0140068
RUS,Russian Federation,ECA,National,2018,HeadCount,EPL,1.9,0.0001911654,2.195249,0.0003686982,2.308829,0.0005301587,0.0001775328,0.0003389933
RUS,Russian Federation,ECA,National,2018,HeadCount,LPL,3.2,0.002407367,3.642544,0.003655893,3.981504,0.005267714,0.001248526,0.002860347
RUS,Russian Federation,ECA,National,2018,HeadCount,UPL,5.5,0.0228164,6.11676,0.03457133,5.939234,0.03013683,0.01175493,0.00732043
RWA,Rwanda,SSA,National,2018,HeadCount,EPL,1.9,0.514798,2.195249,0.4960136,2.308829,0.5237135,-0.0187844,0.00891550000000008
RWA,Rwanda,SSA,National,2018,HeadCount,LPL,3.2,0.7736421,3.642544,0.7546098,3.981504,0.7890702,-0.0190323,0.0154281000000001
RWA,Rwanda,SSA,National,2018,HeadCount,UPL,5.5,0.9065558,6.11676,0.8948422,5.939234,0.8894963,-0.0117136,-0.0170595
SAS,South Asia,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.0881099478616799,2.195249,0.0766453194345976,2.308829,0.0940117389398646,-0.0114646284270823,0.00590179107818471
SAS,South Asia,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.410223760519876,3.642544,0.380169553153552,3.981504,0.448909474631235,-0.030054207366324,0.0386857141113585
SAS,South Asia,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.769087100265888,6.11676,0.738394286547727,5.939234,0.721044966554915,-0.0306928137181608,-0.0480421337109732
SDN,Sudan,SSA,National,2018,HeadCount,EPL,1.9,0.1210953,2.195249,0.09145158,2.308829,0.1057023,-0.02964372,-0.015393
SDN,Sudan,SSA,National,2018,HeadCount,LPL,3.2,0.4378971,3.642544,0.3591019,3.981504,0.4192068,-0.0787952,-0.0186903
SDN,Sudan,SSA,National,2018,HeadCount,UPL,5.5,0.7910898,6.11676,0.7157857,5.939234,0.6945004,-0.0753041,-0.0965893999999999
SEN,Senegal,SSA,National,2018,HeadCount,EPL,1.9,0.2811251,2.195249,0.3214531,2.308829,0.3518605,0.040328,0.0707354
SEN,Senegal,SSA,National,2018,HeadCount,LPL,3.2,0.5671887,3.642544,0.6081439,3.981504,0.6563023,0.0409552,0.0891136
SEN,Senegal,SSA,National,2018,HeadCount,UPL,5.5,0.8229693,6.11676,0.8353083,5.939234,0.825265,0.012339,0.00229570000000001
SLB,Solomon Islands,EAP,National,2018,HeadCount,EPL,1.9,0.2433156,2.195249,0.2705059,2.308829,0.2960851,0.0271903,0.0527695
SLB,Solomon Islands,EAP,National,2018,HeadCount,LPL,3.2,0.5759725,3.642544,0.6027874,3.981504,0.6573502,0.0268149,0.0813777
SLB,Solomon Islands,EAP,National,2018,HeadCount,UPL,5.5,0.8409028,6.11676,0.8467162,5.939234,0.8378375,0.00581340000000008,-0.00306529999999994
SLE,Sierra Leone,SSA,National,2018,HeadCount,EPL,1.9,0.4006278,2.195249,0.2759706,2.308829,0.3112008,-0.1246572,-0.089427
SLE,Sierra Leone,SSA,National,2018,HeadCount,LPL,3.2,0.7437475,3.642544,0.6420466,3.981504,0.6926162,-0.1017009,-0.0511313
SLE,Sierra Leone,SSA,National,2018,HeadCount,UPL,5.5,0.9207938,6.11676,0.8721823,5.939234,0.8638588,-0.0486115,-0.056935
SLV,El Salvador,LAC,National,2018,HeadCount,EPL,1.9,0.01462125,2.195249,0.02023516,2.308829,0.02285761,0.00561391,0.00823636
SLV,El Salvador,LAC,National,2018,HeadCount,LPL,3.2,0.07699475,3.642544,0.08905951,3.981504,0.1084803,0.01206476,0.03148555
SLV,El Salvador,LAC,National,2018,HeadCount,UPL,5.5,0.2565122,6.11676,0.2706346,5.939234,0.2577535,0.0141224,0.0012413
SRB,Serbia,ECA,National,2018,HeadCount,EPL,1.9,0.0006781503,2.195249,0.0006781503,2.308829,0.0006781503,0,0
SRB,Serbia,ECA,National,2018,HeadCount,LPL,3.2,0.007785085,3.642544,0.007301056,3.981504,0.01133893,-0.000484029,0.003553845
SRB,Serbia,ECA,National,2018,HeadCount,UPL,5.5,0.06741945,6.11676,0.05765064,5.939234,0.0519652,-0.00976881,-0.01545425
SSA,Sub-Saharan Africa,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.421252845777887,2.195249,0.36439514890151,2.308829,0.389645281688728,-0.056857696876377,-0.031607564089159
SSA,Sub-Saharan Africa,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.672910007426251,3.642544,0.620866835144872,3.981504,0.665237785331239,-0.0520431722813786,-0.00767222209501195
SSA,Sub-Saharan Africa,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.858144194075799,6.11676,0.831088081066636,5.939234,0.822110324104792,-0.0270561130091631,-0.0360338699710066
STP,Sao Tome and Principe,SSA,National,2018,HeadCount,EPL,1.9,0.3400351,2.195249,0.2373018,2.308829,0.2622397,-0.1027333,-0.0777954
STP,Sao Tome and Principe,SSA,National,2018,HeadCount,LPL,3.2,0.6322145,3.642544,0.5003704,3.981504,0.550236,-0.1318441,-0.0819785000000001
STP,Sao Tome and Principe,SSA,National,2018,HeadCount,UPL,5.5,0.8538286,6.11676,0.7740963,5.939234,0.759106,-0.0797323000000001,-0.0947226000000001
SUR,Suriname,LAC,National,2018,HeadCount,EPL,1.9,0.1936712,2.195249,0.1695302,2.308829,0.1782297,-0.024141,-0.0154415
SUR,Suriname,LAC,National,2018,HeadCount,LPL,3.2,0.2964332,3.642544,0.2141148,3.981504,0.2582645,-0.0823184,-0.0381687
SUR,Suriname,LAC,National,2018,HeadCount,UPL,5.5,0.4633536,6.11676,0.4005002,5.939234,0.4005002,-0.0628534,-0.0628534
SVK,Slovak Republic,ECA,National,2018,HeadCount,EPL,1.9,0.0132499,2.195249,0.01380701,2.308829,0.01380701,0.00055711,0.00055711
SVK,Slovak Republic,ECA,National,2018,HeadCount,LPL,3.2,0.01718487,3.642544,0.02110814,3.981504,0.02239323,0.00392327,0.00520836
SVK,Slovak Republic,ECA,National,2018,HeadCount,UPL,5.5,0.02852028,6.11676,0.03806246,5.939234,0.03583298,0.00954218,0.0073127
SVN,Slovenia,ECA,National,2018,HeadCount,EPL,1.9,0,2.195249,0,2.308829,0,0,0
SVN,Slovenia,ECA,National,2018,HeadCount,LPL,3.2,0,3.642544,0,3.981504,4.715775e-05,0,4.715775e-05
SVN,Slovenia,ECA,National,2018,HeadCount,UPL,5.5,0.001031926,6.11676,0.001031926,5.939234,0.0006537906,0,-0.0003781354
SWE,Sweden,OHI,National,2018,HeadCount,EPL,1.9,0.0024835,2.195249,0.002654956,2.308829,0.002654956,0.000171456,0.000171456
SWE,Sweden,OHI,National,2018,HeadCount,LPL,3.2,0.002654956,3.642544,0.003259973,3.981504,0.003404294,0.000605017,0.000749338
SWE,Sweden,OHI,National,2018,HeadCount,UPL,5.5,0.005196913,6.11676,0.007464042,5.939234,0.006614439,0.002267129,0.001417526
SWZ,Eswatini,SSA,National,2018,HeadCount,EPL,1.9,0.2729945,2.195249,0.3607985,2.308829,0.3822807,0.0878040000000001,0.1092862
SWZ,Eswatini,SSA,National,2018,HeadCount,LPL,3.2,0.5081037,3.642544,0.5703106,3.981504,0.6120139,0.0622069,0.1039102
SWZ,Eswatini,SSA,National,2018,HeadCount,UPL,5.5,0.7086244,6.11676,0.7501535,5.939234,0.7443322,0.0415291,0.0357078
SYC,Seychelles,SSA,National,2018,HeadCount,EPL,1.9,0.008424272,2.195249,0.009146428,2.308829,0.01061039,0.000722156,0.002186118
SYC,Seychelles,SSA,National,2018,HeadCount,LPL,3.2,0.01836665,3.642544,0.02317371,3.981504,0.02713929,0.00480706,0.00877264
SYC,Seychelles,SSA,National,2018,HeadCount,UPL,5.5,0.05077216,6.11676,0.05745802,5.939234,0.05367126,0.00668586,0.0028991
TCD,Chad,SSA,National,2018,HeadCount,EPL,1.9,0.4124786,2.195249,0.4015049,2.308829,0.4288869,-0.0109737,0.0164083
TCD,Chad,SSA,National,2018,HeadCount,LPL,3.2,0.6900457,3.642544,0.6743988,3.981504,0.7117096,-0.0156469,0.0216639000000001
TCD,Chad,SSA,National,2018,HeadCount,UPL,5.5,0.8806518,6.11676,0.8623604,5.939234,0.8554444,-0.0182914,-0.0252074
TGO,Togo,SSA,National,2018,HeadCount,EPL,1.9,0.4569838,2.195249,0.5251933,2.308829,0.5471116,0.0682095,0.0901278
TGO,Togo,SSA,National,2018,HeadCount,LPL,3.2,0.7008889,3.642544,0.7550975,3.981504,0.7770805,0.0542085999999999,0.0761915999999999
TGO,Togo,SSA,National,2018,HeadCount,UPL,5.5,0.8847575,6.11676,0.9083552,5.939234,0.9010271,0.0235977000000001,0.0162696
THA,Thailand,EAP,National,2018,HeadCount,EPL,1.9,0.0002406222,2.195249,0.0004541128,2.308829,0.0006043182,0.0002134906,0.000363696
THA,Thailand,EAP,National,2018,HeadCount,LPL,3.2,0.005408206,3.642544,0.009254588,3.981504,0.01496388,0.003846382,0.009555674
THA,Thailand,EAP,National,2018,HeadCount,UPL,5.5,0.08619646,6.11676,0.111183,5.939234,0.1002489,0.02498654,0.01405244
TJK,Tajikistan,ECA,National,2018,HeadCount,EPL,1.9,0.02834605,2.195249,0.1242835,2.308829,0.1416925,0.09593745,0.11334645
TJK,Tajikistan,ECA,National,2018,HeadCount,LPL,3.2,0.1433311,3.642544,0.3905677,3.981504,0.4445548,0.2472366,0.3012237
TJK,Tajikistan,ECA,National,2018,HeadCount,UPL,5.5,0.4447241,6.11676,0.7271112,5.939234,0.7123112,0.2823871,0.2675871
TKM,Turkmenistan,ECA,National,2018,HeadCount,EPL,1.9,0.01350393,2.195249,0.006205859,2.308829,0.00839153,-0.007298071,-0.0051124
TKM,Turkmenistan,ECA,National,2018,HeadCount,LPL,3.2,0.1194325,3.642544,0.07631353,3.981504,0.1014012,-0.04311897,-0.0180313
TKM,Turkmenistan,ECA,National,2018,HeadCount,UPL,5.5,0.3550675,6.11676,0.2692356,5.939234,0.2555292,-0.0858319,-0.0995383
TLS,Timor-Leste,EAP,National,2018,HeadCount,EPL,1.9,0.2672522,2.195249,0.07923112,2.308829,0.100524,-0.18802108,-0.1667282
TLS,Timor-Leste,EAP,National,2018,HeadCount,LPL,3.2,0.7016636,3.642544,0.4136353,3.981504,0.4897639,-0.2880283,-0.2118997
TLS,Timor-Leste,EAP,National,2018,HeadCount,UPL,5.5,0.9303446,6.11676,0.7972845,5.939234,0.7852762,-0.1330601,-0.1450684
TON,Tonga,EAP,National,2018,HeadCount,EPL,1.9,0.006729592,2.195249,0.01069736,2.308829,0.01279269,0.003967768,0.006063098
TON,Tonga,EAP,National,2018,HeadCount,LPL,3.2,0.06769216,3.642544,0.07569067,3.981504,0.09845391,0.00799851,0.03076175
TON,Tonga,EAP,National,2018,HeadCount,UPL,5.5,0.2542635,6.11676,0.2670024,5.939234,0.2468342,0.0127389,-0.00742929999999997
TTO,Trinidad and Tobago,LAC,National,2018,HeadCount,EPL,1.9,0.002945011,2.195249,0.001832822,2.308829,0.002009741,-0.001112189,-0.00093527
TTO,Trinidad and Tobago,LAC,National,2018,HeadCount,LPL,3.2,0.01230736,3.642544,0.00578836,3.981504,0.00747044,-0.006519,-0.00483692
TTO,Trinidad and Tobago,LAC,National,2018,HeadCount,UPL,5.5,0.06419384,6.11676,0.02879356,5.939234,0.02624825,-0.03540028,-0.03794559
TUN,Tunisia,MNA,National,2018,HeadCount,EPL,1.9,0.002191956,2.195249,0.001400615,2.308829,0.002009569,-0.000791341,-0.000182387
TUN,Tunisia,MNA,National,2018,HeadCount,LPL,3.2,0.02846166,3.642544,0.01990203,3.981504,0.02933645,-0.00855963,0.00087479
TUN,Tunisia,MNA,National,2018,HeadCount,UPL,5.5,0.1646491,6.11676,0.1234312,5.939234,0.1129553,-0.0412179,-0.0516938
TUR,Turkey,ECA,National,2018,HeadCount,EPL,1.9,0.0007982764,2.195249,0.001082395,2.308829,0.002128355,0.0002841186,0.0013300786
TUR,Turkey,ECA,National,2018,HeadCount,LPL,3.2,0.01435778,3.642544,0.01514124,3.981504,0.02240645,0.00078346,0.00804867
TUR,Turkey,ECA,National,2018,HeadCount,UPL,5.5,0.09153495,6.11676,0.08896526,5.939234,0.08104982,-0.00256969,-0.01048513
TZA,Tanzania,SSA,National,2018,HeadCount,EPL,1.9,0.4895172,2.195249,0.4645722,2.308829,0.4941587,-0.024945,0.00464150000000002
TZA,Tanzania,SSA,National,2018,HeadCount,LPL,3.2,0.764972,3.642544,0.7410163,3.981504,0.7778437,-0.0239557,0.0128717
TZA,Tanzania,SSA,National,2018,HeadCount,UPL,5.5,0.9170738,6.11676,0.9041131,5.939234,0.8979846,-0.0129607,-0.0190892
UGA,Uganda,SSA,National,2018,HeadCount,EPL,1.9,0.4017393,2.195249,0.4279734,2.308829,0.4587105,0.0262341,0.0569712
UGA,Uganda,SSA,National,2018,HeadCount,LPL,3.2,0.6880191,3.642544,0.700337,3.981504,0.7384037,0.0123179,0.0503846
UGA,Uganda,SSA,National,2018,HeadCount,UPL,5.5,0.8721953,6.11676,0.8724061,5.939234,0.8675024,0.000210799999999955,-0.0046929
UKR,Ukraine,ECA,National,2018,HeadCount,EPL,1.9,9.935224e-05,2.195249,0.001805357,2.308829,0.001805357,0.00170600476,0.00170600476
UKR,Ukraine,ECA,National,2018,HeadCount,LPL,3.2,0.003735359,3.642544,0.004427037,3.981504,0.006268919,0.000691678,0.00253356
UKR,Ukraine,ECA,National,2018,HeadCount,UPL,5.5,0.040112,6.11676,0.0541589,5.939234,0.04777255,0.0140469,0.00766055
URY,Uruguay,LAC,National,2018,HeadCount,EPL,1.9,0.0005584995,2.195249,0.0005584995,2.308829,0.0007399121,0,0.0001814126
URY,Uruguay,LAC,National,2018,HeadCount,LPL,3.2,0.003588317,3.642544,0.004279453,3.981504,0.006719965,0.000691136,0.003131648
URY,Uruguay,LAC,National,2018,HeadCount,UPL,5.5,0.02854281,6.11676,0.03307584,5.939234,0.02945415,0.00453303,0.00091134
USA,United States,OHI,National,2018,HeadCount,EPL,1.9,0.01249065,2.195249,0.009993911,2.308829,0.009993911,-0.002496739,-0.002496739
USA,United States,OHI,National,2018,HeadCount,LPL,3.2,0.01249065,3.642544,0.01247934,3.981504,0.01247934,-1.13100000000005e-05,-1.13100000000005e-05
USA,United States,OHI,National,2018,HeadCount,UPL,5.5,0.01749243,6.11676,0.01749396,5.939234,0.01749396,1.52999999999959e-06,1.52999999999959e-06
UZB,Uzbekistan,ECA,National,2018,HeadCount,EPL,1.9,0.1200402,2.195249,0.3358475,2.308829,0.372972,0.2158073,0.2529318
UZB,Uzbekistan,ECA,National,2018,HeadCount,LPL,3.2,0.4178657,3.642544,0.6942881,3.981504,0.7462076,0.2764224,0.3283419
UZB,Uzbekistan,ECA,National,2018,HeadCount,UPL,5.5,0.7725114,6.11676,0.8968761,5.939234,0.8890566,0.1243647,0.1165452
VNM,Vietnam,EAP,National,2018,HeadCount,EPL,1.9,0.01923701,2.195249,0.01349749,2.308829,0.01704345,-0.00573952,-0.00219356
VNM,Vietnam,EAP,National,2018,HeadCount,LPL,3.2,0.06974885,3.642544,0.05443707,3.981504,0.06770236,-0.01531178,-0.00204649
VNM,Vietnam,EAP,National,2018,HeadCount,UPL,5.5,0.2357838,6.11676,0.1838227,5.939234,0.1731753,-0.0519611,-0.0626085
VUT,Vanuatu,EAP,National,2018,HeadCount,EPL,1.9,0.1440756,2.195249,0.1702995,2.308829,0.1915238,0.0262239,0.0474482
VUT,Vanuatu,EAP,National,2018,HeadCount,LPL,3.2,0.4099677,3.642544,0.4380893,3.981504,0.4985577,0.0281216,0.08859
VUT,Vanuatu,EAP,National,2018,HeadCount,UPL,5.5,0.7355354,6.11676,0.7442139,5.939234,0.7323269,0.00867850000000003,-0.00320849999999995
WLD,World,Aggregates,Global,2018,HeadCount,EPL,1.9,0.0940018654291396,2.195249,0.0819272740458104,2.308829,0.0913157991754962,-0.0120745913833292,-0.00268606625364336
WLD,World,Aggregates,Global,2018,HeadCount,LPL,3.2,0.237591161807863,3.642544,0.221894865129815,3.981504,0.254442365391856,-0.0156962966780481,0.0168512035839927
WLD,World,Aggregates,Global,2018,HeadCount,UPL,5.5,0.428565446827856,6.11676,0.416463276072723,5.939234,0.405131913684857,-0.0121021707551332,-0.0234335331429988
WSM,Samoa,EAP,National,2018,HeadCount,EPL,1.9,0.006039618,2.195249,0.01002675,2.308829,0.01150477,0.003987132,0.005465152
WSM,Samoa,EAP,National,2018,HeadCount,LPL,3.2,0.07626137,3.642544,0.08767109,3.981504,0.1050753,0.01140972,0.02881393
WSM,Samoa,EAP,National,2018,HeadCount,UPL,5.5,0.2886074,6.11676,0.3028087,5.939234,0.2801927,0.0142013,-0.0084147
ZAF,South Africa,SSA,National,2018,HeadCount,EPL,1.9,0.1953929,2.195249,0.2158474,2.308829,0.2304391,0.0204545,0.0350462
ZAF,South Africa,SSA,National,2018,HeadCount,LPL,3.2,0.3835089,3.642544,0.4037675,3.981504,0.4394751,0.0202586,0.0559662
ZAF,South Africa,SSA,National,2018,HeadCount,UPL,5.5,0.5774858,6.11676,0.5877871,5.939234,0.5781491,0.0103013,0.000663299999999922
ZMB,Zambia,SSA,National,2018,HeadCount,EPL,1.9,0.5638634,2.195249,0.6138791,2.308829,0.6276587,0.0500157,0.0637953
ZMB,Zambia,SSA,National,2018,HeadCount,LPL,3.2,0.7371084,3.642544,0.7700528,3.981504,0.7926365,0.0329444,0.0555281
ZMB,Zambia,SSA,National,2018,HeadCount,UPL,5.5,0.8673624,6.11676,0.8884252,5.939234,0.8822919,0.0210628,0.0149295
ZWE,Zimbabwe,SSA,National,2018,HeadCount,EPL,1.9,0.3141304,2.195249,0.326343,2.308829,0.3561379,0.0122126,0.0420075
ZWE,Zimbabwe,SSA,National,2018,HeadCount,LPL,3.2,0.5904789,3.642544,0.5958713,3.981504,0.6357053,0.00539239999999996,0.0452264
ZWE,Zimbabwe,SSA,National,2018,HeadCount,UPL,5.5,0.7971587,6.11676,0.7932585,5.939234,0.7857128,-0.00390020000000002,-0.0114459
